ID,Target
8441,1044
8442,838.75
8443,914.25
8444,882
8445,842.25
8446,893
8447,916.25
8448,1054
8449,1069.75
8450,1102.3333333333
8451,904.75
8452,1023.25
8453,982.5
8454,933
8455,849.25
8456,831.25
8457,842.75
8458,771
8459,688
8460,633.25
8461,577.5
8462,704.75
8463,713.75
8464,695.5
8465,687.75
8466,716.75
8467,739
8468,735.25
8469,645
8470,659.75
8471,703.75
8472,723.25
8473,772
8474,985.75
8475,903
8476,920
8477,1004.75
8478,1031.5
8479,959.75
8480,779.5
8481,804.5
8482,743.75
8483,630.75
8484,655.25
8485,664.5
8486,688.75
8487,691.25
8488,829.75
8489,775.75
8490,705.5
8491,713.75
8492,621.75
8493,600.75
8494,607.75
8495,610.75
8496,648.25
8497,757
8498,846.75
8499,659.5
8500,593.5
8501,703
8502,697
8503,566
8504,502.75
8505,451.5
8506,424.5
8507,409.25
8508,401.75
8509,461.5
8510,629.25
8511,659
8512,607.5
8513,586.66666666667
8514,584.25
8515,661
8516,646.25
8517,593.75
8518,617.25
8519,640.25
8520,842.25
8521,903.25
8522,872.25
8523,686.75
8524,580
8525,537.5
8526,514.75
8527,486.75
8528,453.25
8529,386.75
8530,390.25
8531,407.75
8532,406.5
8533,499.5
8534,774
8535,818.25
8536,687.75
8537,609
8538,579.75
8539,623
8540,659.5
8541,631.5
8542,655
8543,653.25
8544,765.75
8545,879.5
8546,958.25
8547,776.75
8548,612.5
8549,620.75
8550,596.75
8551,543.75
8552,524.75
8553,486.25
8554,471
8555,489
8556,536.75
8557,679.5
8558,1013.25
8559,1064.75
8560,909.75
8561,935
8562,796
8563,790
8564,938.25
8565,826.25
8566,944.75
8567,917
8568,1225.75
8569,1384.25
8570,1269.25
8571,1019.5
8572,820.5
8573,763
8574,777.5
8575,723.75
8576,682
8577,655
8578,714.75
8579,712.5
8580,770
8581,845.5
8582,1167
8583,1211.75
8584,931.25
8585,852.25
8586,782.75
8587,758.5
8588,777.25
8589,782.5
8590,786.5
8591,878.5
8592,1201.75
8593,1244.5
8594,1163.5
8595,1012.5
8596,927.75
8597,868
8598,877.25
8599,849
8600,750.25
8601,616.5
8602,526.25
8603,601.75
8604,689.75
8605,877.75
8606,1203.5
8607,1502.25
8608,1173.5
8609,1164.75
8610,1145.25
8611,1192.75
8612,1167
8613,1182
8614,1198.25
8615,1177
8616,1093.75
8617,1144
8618,1252.75
8619,896.25
8620,762
8621,833.25
8622,810
8623,849.25
8624,711.5
8625,731.75
8626,709.75
8627,681
8628,726.75
8629,587.25
8630,817.5
8631,928
8632,658.25
8633,772
8634,776.5
8635,843.25
8636,913.25
8637,806
8638,868.25
8639,916
8640,887.75
8641,945
8642,1010.25
8643,985.25
8644,890.75
8645,856.25
8646,949
8647,741.75
8648,589.5
8649,544.75
8650,526.75
8651,479
8652,454.25
8653,505
8654,500
8655,541
8656,535.25
8657,581.75
8658,602.5
8659,624.25
8660,843.5
8661,1094.75
8662,710.5
8663,777.75
8664,922.75
8665,820.75
8666,778
8667,713.75
8668,679.75
8669,718
8670,666
8671,666.25
8672,561
8673,470
8674,442.75
8675,459.5
8676,473.5
8677,561.75
8678,771
8679,837.25
8680,789.25
8681,731.25
8682,730.75
8683,725.75
8684,740
8685,736.5
8686,752.75
8687,827
8688,961
8689,1147.25
8690,1161.5
8691,935
8692,762.75
8693,833.5
8694,734.25
8695,780.5
8696,659.25
8697,575.75
8698,558
8699,573.5
8700,638
8701,785.75
8702,1247.25
8703,1461.6666666667
8704,1188.25
8705,1059.75
8706,875.25
8707,902
8708,1006
8709,967.75
8710,974.5
8711,963.75
8712,1196.25
8713,1386.75
8714,1408
8715,1093.75
8716,916.25
8717,783.25
8718,771
8719,740.75
8720,662.75
8721,599.75
8722,616.25
8723,640.25
8724,706.75
8725,864.5
8726,1322
8727,1478.75
8728,1254.75
8729,1117.25
8730,995.5
8731,1023.25
8732,987.75
8733,924
8734,882.25
8735,984.5
8736,1234
8737,1435.5
8738,1413.25
8739,1296.75
8740,869.75
8741,837.25
8742,799.5
8743,738.5
8744,714.5
8745,730.75
8746,673.25
8747,668
8748,681
8749,831.25
8750,1298.75
8751,1328.25
8752,1105.25
8753,1038.5
8754,998.75
8755,968.5
8756,944.5
8757,945.75
8758,806.75
8759,925
8760,1074
8761,1290.5
8762,1398.5
8763,1135.75
8764,881.5
8765,759.75
8766,774.33333333333
8767,751.25
8768,662
8769,609.25
8770,665
8771,594.25
8772,630.75
8773,737.75
8774,1111
8775,1370
8776,1277.5
8777,-200
8778,951.25
8779,1051.5
8780,1123.25
8781,1058.75
8782,984.5
8783,992.25
8784,1112
8785,1381.25
8786,1373.5
8787,1096
8788,849.5
8789,813.25
8790,797
8791,703.75
8792,759
8793,739.75
8794,608.25
8795,546.75
8796,542
8797,565
8798,671
8799,800.25
8800,822.25
8801,845.75
8802,791.5
8803,804.25
8804,858.5
8805,699.25
8806,788.25
8807,880.5
8808,910
8809,877.5
8810,1119
8811,1063.75
8812,803
8813,702.5
8814,640.5
8815,660
8816,672.25
8817,583.25
8818,617.25
8819,585
8820,488.25
8821,551.25
8822,592.25
8823,651.25
8824,765.25
8825,886.75
8826,981
8827,921
8828,640.75
8829,668.25
8830,762
8831,795.25
8832,860.75
8833,1199.5
8834,1066.25
8835,837
8836,911.25
8837,861.25
8838,698.5
8839,771.25
8840,778
8841,700.75
8842,636.25
8843,647.25
8844,730
8845,880
8846,1169
8847,1374
8848,1006
8849,816.5
8850,856.75
8851,859.25
8852,904.25
8853,884.75
8854,1008
8855,1128.25
8856,1438.75
8857,1530.75
8858,1509.75
8859,1124.25
8860,914.25
8861,879.75
8862,772.25
8863,601
8864,582
8865,571.25
8866,507.5
8867,515.5
8868,609.75
8869,700.75
8870,1117.75
8871,1265.25
8872,1166.5
8873,1089.75
8874,989.25
8875,967.75
8876,976.75
8877,1011.25
8878,1059.5
8879,1123.75
8880,1339
8881,1572.5
8882,1632
8883,1294.75
8884,916
8885,817.5
8886,797.75
8887,708.5
8888,645.75
8889,584.25
8890,559
8891,549
8892,672.75
8893,685.33333333333
8894,984.25
8895,1434
8896,1178.25
8897,1094.25
8898,1045.75
8899,1012
8900,1014.5
8901,1219.75
8902,1063.75
8903,1222.75
8904,1225.25
8905,1459.75
8906,1381.25
8907,1390
8908,1093.75
8909,997.5
8910,826
8911,731.75
8912,670.5
8913,587.25
8914,577.5
8915,532.25
8916,603.5
8917,807.5
8918,1264.5
8919,1456.75
8920,1186.5
8921,1006
8922,1016.25
8923,985
8924,1044.75
8925,1041.25
8926,1012.5
8927,925
8928,1148.75
8929,1331.25
8930,1424.75
8931,1251
8932,943.25
8933,901.5
8934,809
8935,770.25
8936,735.5
8937,666.75
8938,639
8939,587.25
8940,668.25
8941,783.75
8942,1133.5
8943,1466.25
8944,1227
8945,1144.25
8946,989.5
8947,1048
8948,993.25
8949,1080.5
8950,1151.5
8951,1174.75
8952,1298
8953,1444
8954,1402.75
8955,1247
8956,863.5
8957,848.66666666667
8958,848.5
8959,832.25
8960,630
8961,648.25
8962,599.75
8963,620.25
8964,577.75
8965,686
8966,982.75
8967,1009.25
8968,972.75
8969,966
8970,935.25
8971,917.75
8972,839.25
8973,781.25
8974,926.25
8975,800.25
8976,883.25
8977,1062.5
8978,1139.75
8979,994.75
8980,869
8981,921.25
8982,847.25
8983,807
8984,726.25
8985,683.75
8986,640
8987,610
8988,551.5
8989,631
8990,618
8991,705.75
8992,820.75
8993,932.5
8994,727
8995,677.75
8996,599.5
8997,686
8998,716.75
8999,797.75
9000,838
9001,1072.25
9002,1142.25
9003,1060.75
9004,825.25
9005,777.25
9006,777.25
9007,746
9008,672.5
9009,630.75
9010,582.25
9011,552.75
9012,649.5
9013,815.25
9014,1219.25
9015,1573.25
9016,1161.25
9017,1011.25
9018,913.5
9019,861.75
9020,976.66666666667
9021,905.5
9022,947.25
9023,1063.5
9024,1385.75
9025,1544
9026,1446.25
9027,1126.25
9028,909.25
9029,758.5
9030,808
9031,799.25
9032,647.75
9033,570.25
9034,517.25
9035,555.5
9036,620.25
9037,700.5
9038,1101.5
9039,1498.5
9040,1262.75
9041,1169.75
9042,1168
9043,1061.25
9044,1063.75
9045,943.25
9046,923.5
9047,913.5
9048,1322.25
9049,1349.5
9050,1307.75
9051,1012.75
9052,847.5
9053,827.5
9054,821.75
9055,683.25
9056,671.5
9057,621.5
9058,604
9059,567.75
9060,689.5
9061,817.75
9062,1359.75
9063,1478.25
9064,1282.25
9065,1172
9066,987.25
9067,1013.75
9068,1045.25
9069,1040.25
9070,1049.75
9071,1061.5
9072,1382.5
9073,1610
9074,1597
9075,1263.25
9076,1051.5
9077,1083.5
9078,973.25
9079,902
9080,702
9081,659.25
9082,582.5
9083,597.66666666667
9084,606.5
9085,759.5
9086,1291.25
9087,1148.75
9088,1241.25
9089,1158
9090,1233
9091,1218.5
9092,1119.75
9093,988
9094,1013.75
9095,989
9096,1134.5
9097,1570.25
9098,1674.5
9099,1409.5
9100,1233
9101,1045
9102,950
9103,827.5
9104,708.5
9105,714.5
9106,718
9107,670.75
9108,621
9109,781.75
9110,1221.5
9111,1374
9112,1017.25
9113,957.75
9114,1104.75
9115,1209.5
9116,1174.5
9117,1125.25
9118,1224
9119,1234.5
9120,1411
9121,1483.5
9122,1396.75
9123,1201.25
9124,1116.5
9125,982
9126,1054.25
9127,994.5
9128,866.5
9129,828.5
9130,810.75
9131,779.25
9132,756.75
9133,797.25
9134,939
9135,1009.75
9136,999.5
9137,951.5
9138,912
9139,840.75
9140,768.5
9141,896
9142,887.75
9143,1004.5
9144,996
9145,1009.25
9146,914.33333333333
9147,977.5
9148,989.75
9149,865
9150,828.75
9151,727
9152,668.5
9153,706.75
9154,674.75
9155,605.25
9156,602.25
9157,720
9158,688.25
9159,733
9160,742.5
9161,737.75
9162,761.25
9163,700.25
9164,619.5
9165,630.25
9166,682
9167,756
9168,734
9169,796
9170,825.25
9171,809.5
9172,811.5
9173,794.25
9174,728
9175,652.25
9176,639.5
9177,635
9178,583.25
9179,575
9180,574.25
9181,656.25
9182,674.5
9183,756.25
9184,773
9185,787.75
9186,721
9187,670.25
9188,752.25
9189,720.75
9190,693.25
9191,822
9192,964.75
9193,1062.75
9194,953.5
9195,860.5
9196,816.5
9197,810.25
9198,765.5
9199,645.5
9200,596.25
9201,501.75
9202,530
9203,575.25
9204,748
9205,1179.75
9206,1461
9207,1262
9208,1128.25
9209,977.75
9210,1052.3333333333
9211,1039.5
9212,1049
9213,1058.5
9214,1060.25
9215,1200.25
9216,1159.5
9217,1096.75
9218,1101.5
9219,937.5
9220,751.5
9221,761
9222,758.75
9223,679.25
9224,614.5
9225,511.5
9226,538.75
9227,588.75
9228,702.25
9229,1068.5
9230,1138.25
9231,1163.5
9232,1054.75
9233,895.5
9234,961.75
9235,909.75
9236,946.75
9237,916.5
9238,945.25
9239,1183.25
9240,1211.5
9241,1294.75
9242,1146.75
9243,932.75
9244,802.25
9245,841
9246,754.25
9247,717.5
9248,616.25
9249,564.75
9250,555.75
9251,628
9252,815.5
9253,1394
9254,1012
9255,847.75
9256,759.25
9257,724.25
9258,727.5
9259,709.75
9260,655.5
9261,691
9262,702
9263,836.25
9264,865.5
9265,912
9266,731
9267,606.75
9268,567.5
9269,589.25
9270,540.75
9271,497.25
9272,509.25
9273,487.66666666667
9274,473
9275,534.5
9276,586
9277,844.75
9278,827.5
9279,729.5
9280,683.75
9281,686.75
9282,713.25
9283,738.75
9284,669
9285,687
9286,725.75
9287,769.5
9288,790.25
9289,874
9290,694
9291,578.75
9292,593
9293,675
9294,803.25
9295,580
9296,546.25
9297,536
9298,487.75
9299,534.75
9300,586.75
9301,657.5
9302,618
9303,631
9304,634.25
9305,632.25
9306,612.75
9307,614.25
9308,603
9309,621.5
9310,643.5
9311,682
9312,708
9313,684.5
9314,645
9315,566.75
9316,567.25
9317,592.5
9318,616.5
9319,642
9320,630.5
9321,641.75
9322,583.25
9323,494.25
9324,530.25
9325,562.75
9326,610.75
9327,715.25
9328,676.5
9329,779
9330,780.75
9331,700.5
9332,721.75
9333,783
9334,826.25
9335,816.5
9336,742.66666666667
9337,1018.25
9338,893.75
9339,811.75
9340,803.25
9341,768.75
9342,682.5
9343,579
9344,543.75
9345,507.5
9346,478.25
9347,528
9348,730.25
9349,1220.75
9350,1361.5
9351,1102
9352,1101.25
9353,1027
9354,1062.5
9355,960.5
9356,1047.25
